company,location,total_laid_off,date,percentage_laid_off,industry,source,notes
tesla motors,Remote,9964,2023/08/30,0.71,,https://example.com/x98952,
Globex Industries,NYC,397,2024-06-10,,Other,,no_mapping
Microsoft Corporation,Various,84,03/17/2024,0.78,Other,https://example.com/x5617,
uber technologies,  ,9060,07/24/2024,0.32,Consumer,https://example.com/x30389,
CRM,Various,4250,"March 19, 2025",0.28,Consumer,https://example.com/x88522,
uber technologies,NYC,"4,736","October 31, 2023",0.85,Consumer,https://example.com/x73929,
"Meta Platforms, Inc.",Remote,5481,2023/07/10,,Finance,https://example.com/x6749,
Lyft,Remote,"2,775",2023/01/24,0.41,,https://example.com/x21000,synthetic
  Meta Platforms  ,Various,8882,03/09/2023,,Finance,https://example.com/x53624,
"Lyft, Inc.",Austin,9600,"October 07, 2024",,Consumer,https://example.com/x79391,
Microsoft,  ,6347.0,27-Mar-2024,0.31,Consumer,https://example.com/x78860,
Salesforce Inc.,Austin,10097,2023-09-02,0.51,Other,https://example.com/x54227,synthetic
Apple Computer,Seattle,11230,"February 06, 2023",0.38,Tech,https://example.com/x87279,
Alphabet,  ,7118,"January 12, 2024",,Finance,https://example.com/x60859,synthetic
Google,NYC,8882,"April 30, 2024",0.18,Finance,https://example.com/x40793,synthetic
Salesforce Inc.,NYC,9039,19-Aug-2024,0.01,Tech,https://example.com/x91327,
"Uber Technologies, Inc.",Seattle,6637,2024-04-04,,Tech,https://example.com/x79751,
TESLA,  ,5909,2023/11/23,0.44,Other,https://example.com/x34064,
LYFT INC,Various,3931,27-Feb-2024,0.88,Tech,https://example.com/x90400,synthetic
ABNB,NYC,11599,01/30/2025,0.17,Finance,https://example.com/x88391,
LYFT,Various,  7966  ,03/08/2024,0.74,Tech,https://example.com/x93783,
Uber,Various,"3,143","November 05, 2024",0.85,Finance,https://example.com/x49320,
META,Seattle,  10011  ,"December 08, 2023",0.73,,https://example.com/x54452,synthetic
Salesforce Inc.,SF Bay Area,"10,614",03/15/2025,0.70,Tech,https://example.com/x19316,
salesforce.com,Remote,7300.0,07/03/2024,,,https://example.com/x72248,
META PLATFORMS,Remote,205,2023/02/12,,,https://example.com/x55442,
  Meta Platforms  ,Various,N/A,2023/10/10,0.81,,https://example.com/x72275,
LYFT INC,NYC,7550,2025-03-05,0.92,Tech,https://example.com/x10538,
"Lyft, Inc.",Seattle,  587  ,"July 03, 2023",,Other,https://example.com/x47430,
uber technologies,Seattle,"9,966",12-Feb-2024,0.57,Other,https://example.com/x86987,
Alphabet Inc.,SF Bay Area,10643,"February 22, 2024",0.65,Other,https://example.com/x38114,
Hooli Labs,NYC,306,"June 12, 2024",,Other,,no_mapping
Meta Platforms Inc,Seattle,N/A,"December 18, 2024",0.19,Finance,https://example.com/x77468,
AMAZON.COM,Seattle,1778.0,"July 18, 2023",0.40,,https://example.com/x97298,synthetic
Globex Industries,NYC,248,"September 02, 2024",,Other,,no_mapping
Google LLC,Various,9212,2024-04-07,,Finance,https://example.com/x42479,synthetic
Amazon.com Inc.,  ,6341.0,2024/10/29,0.12,Other,https://example.com/x36441,
salesforce.com,SF Bay Area,10209,08/11/2024,0.80,Finance,https://example.com/x89357,
Apple Computer,  ,11154,2025/03/06,0.21,Finance,https://example.com/x97720,
Soylent Corp,NYC,79,12/11/2023,,Other,,no_mapping
  Meta Platforms  ,SF Bay Area,  11264  ,05-Jan-2023,0.56,Other,https://example.com/x87247,
"Lyft, Inc.",Seattle,540,"July 03, 2023",,Other,https://example.com/x47430,
Salesforce Inc.,  ,10034,11/29/2023,,Tech,https://example.com/x98355,
Lyft,Seattle,8818,21-Jun-2023,,Finance,https://example.com/x97730,synthetic
TESLA,Remote,2096,01/20/2023,0.33,,https://example.com/x67093,
Salesforce Inc.,Seattle,6267,2024-01-29,0.09,Finance,https://example.com/x19776,synthetic
GOOGL,Remote,4197,2024/01/17,0.84,,https://example.com/x24219,
ABNB,Various,"7,123",16-Aug-2024,,Tech,https://example.com/x982,synthetic
"Airbnb, Inc.",SF Bay Area,  5813  ,"October 29, 2024",,Consumer,https://example.com/x45800,synthetic
TESLA,Remote,5468.0,2024-05-13,0.50,Finance,https://example.com/x54643,
apple inc.,SF Bay Area,  2632  ,2024/10/22,0.67,Consumer,https://example.com/x64061,
  Apple Inc  ,NYC,9842,24-Oct-2024,0.07,,https://example.com/x49914,
LYFT,  ,N/A,21-Jun-2023,,,https://example.com/x40183,
ABNB,Seattle,"3,978",12/10/2024,,Other,https://example.com/x91664,
amazon.com,Remote,  945  ,2024-08-28,0.50,Finance,https://example.com/x49861,synthetic
LYFT,Austin,10963,18-Oct-2024,0.64,Consumer,https://example.com/x26615,
meta platforms,SF Bay Area,"10,829",2025-03-13,0.93,,https://example.com/x7074,
LYFT INC,Remote,315.0,05-Jul-2024,0.77,Other,https://example.com/x49427,
Google LLC,Various,3091.0,2024-04-19,0.63,Consumer,https://example.com/x91122,
MICROSOFT CORP,SF Bay Area,7490,08/21/2024,0.53,Other,https://example.com/x7979,synthetic
LYFT INC,SF Bay Area,10640,20-Nov-2023,0.22,Finance,https://example.com/x17712,
LYFT INC,  ,5293,2023-07-23,,Consumer,https://example.com/x41822,synthetic
UBER,Austin,4007,2023/01/06,,,https://example.com/x91776,
Alphabet,Remote,7199,2024/07/14,0.08,Tech,https://example.com/x45487,
Salesforce Inc.,Austin,7683.0,11-Sep-2023,0.67,Consumer,https://example.com/x85685,
"Airbnb, Inc.",Various,9306,07-Apr-2023,,Other,https://example.com/x37340,
  Meta Platforms  ,Seattle,  8689  ,2024-04-23,,Finance,https://example.com/x22411,synthetic
META,  ,4443,11/11/2024,0.66,Finance,https://example.com/x77624,synthetic
TESLA,Various,  1880  ,2023/09/28,,Consumer,https://example.com/x14591,synthetic
Airbnb Inc.,SF Bay Area,5963.0,14-Jul-2023,0.77,Finance,https://example.com/x23030,
MSFT,Various,N/A,2024-07-31,,Other,https://example.com/x4773,
LYFT,Various,2218,12/14/2024,0.48,Tech,https://example.com/x53502,
LYFT,SF Bay Area,2495,01/17/2024,0.93,Other,https://example.com/x37857,
"Airbnb, Inc.",NYC,11709,07-Nov-2024,0.77,Tech,https://example.com/x59823,synthetic
Salesforce Inc.,NYC,9007,19-Aug-2024,0.01,Tech,https://example.com/x91327,
Airbnb Inc.,Seattle,533,05-Oct-2023,,,https://example.com/a9,
Salesforce,Various,  7674  ,08-Sep-2023,,Finance,https://example.com/x90138,
MSFT,  ,3008.0,01/02/2025,0.29,,https://example.com/x69394,
Lyft,SF Bay Area,266,"January 31, 2023",0.24,,https://example.com/x91642,
APPLE INC,Seattle,8719.0,2025-02-08,,Other,https://example.com/x62788,
Google LLC,Seattle,546,05/20/2023,,Consumer,https://example.com/x11482,
"Airbnb, Inc.",NYC,4825,"September 06, 2024",,Tech,https://example.com/x19981,
LYFT,Various,  7633  ,22-Jan-2024,0.13,Consumer,https://example.com/x85571,synthetic
LYFT,Remote,11383.0,15-Mar-2023,0.50,Other,https://example.com/x63380,
Meta Platforms Inc,Remote,5127.0,"July 11, 2024",,Finance,https://example.com/x65492,synthetic
tesla motors,Austin,  3905  ,02/02/2023,0.76,Tech,https://example.com/x95374,
Google,Austin,7663,05-Feb-2025,,Other,https://example.com/x76879,synthetic
meta platforms,NYC,9506,2024-04-05,,Finance,https://example.com/x82393,
META,NYC,11988.0,2025-01-18,,,https://example.com/x27770,
MSFT,NYC,  5001  ,"January 19, 2024",0.47,Finance,https://example.com/x50456,synthetic
uber technologies,  ,"6,935","December 21, 2023",0.25,Other,https://example.com/x11758,
"Meta Platforms, Inc.",NYC,8501,2023-09-15,0.18,Tech,https://example.com/x24868,
Apple Inc.,Remote,237.0,"June 10, 2024",0.51,,https://example.com/a1,
AMAZON.COM,  ,11151,30-Aug-2023,,Finance,https://example.com/x69119,synthetic
Tesla,Austin,9074,07/15/2024,0.33,,https://example.com/x68791,synthetic
Globex Industries,NYC,56,2024-05-01,,Other,,no_mapping
"Airbnb, Inc.",NYC,4076,2025-01-23,,Finance,https://example.com/x49496,synthetic
Lyft,Seattle,N/A,2023-10-27,0.75,Consumer,https://example.com/x48376,
Meta Platforms Inc,Remote,11754,2024-07-25,0.68,Finance,https://example.com/x81020,
Microsoft Corporation,NYC,"2,806",05/10/2023,0.93,Other,https://example.com/x21743,
Apple Computer,Austin,  7362  ,15-Aug-2023,,Finance,https://example.com/x3492,
LYFT INC,Austin,2853,2023/07/03,0.33,Tech,https://example.com/x11185,synthetic
"Airbnb, Inc.",  ,10849,22-Jul-2024,0.26,Consumer,https://example.com/x91814,
Microsoft Corporation,Remote,1374,2024/07/23,,Finance,https://example.com/x77788,
Google,NYC,"11,018",10/07/2024,0.32,,https://example.com/x95119,
Google LLC,Various,6831.0,2023-09-15,0.03,Finance,https://example.com/x28683,synthetic
"Airbnb, Inc.",  ,11052.0,2024-10-13,,Consumer,https://example.com/x90960,
 Tesla Inc ,NYC,  1509  ,"October 14, 2024",0.52,Consumer,https://example.com/x7501,synthetic
Amazon,Austin,1909.0,06-Mar-2023,0.50,Tech,https://example.com/x50206,
"Lyft, Inc.",Austin,795,01/16/2024,,,https://example.com/x3225,
Soylent Corp,NYC,35,"April 08, 2024",,Other,,no_mapping
Salesforce Inc.,Austin,  10024  ,2024-10-03,0.27,,https://example.com/x10129,
Google LLC,Seattle,  3455  ,"January 08, 2025",,,https://example.com/x74411,
LYFT INC,SF Bay Area,  8003  ,2024-07-10,0.27,Other,https://example.com/x23769,
Alphabet Inc.,  ,7226,11/10/2023,,Other,https://example.com/x97407,synthetic
ABNB,SF Bay Area,875,06/15/2023,0.20,Finance,https://example.com/x57750,
Microsoft Corporation,NYC,"8,910",12-Dec-2023,0.57,Consumer,https://example.com/x77062,
 Tesla Inc ,X,100,not-a-date,,Tech,,bad_date
Hooli Labs,NYC,339,"June 25, 2023",,Other,,no_mapping
Google LLC,NYC,879,2024-11-30,,Finance,https://example.com/x47836,synthetic
LYFT INC,Seattle,"5,908",2023/06/26,0.66,Other,https://example.com/x9017,
AMZN,Austin,8327,2023-05-04,0.24,Finance,https://example.com/x14034,synthetic
Salesforce Inc.,NYC,  10800  ,2023/03/17,0.64,Tech,https://example.com/x2898,synthetic
Amazon,Seattle,10244.0,2024-02-03,,Other,https://example.com/x67236,
Apple Inc.,Remote,2728.0,11/02/2023,0.24,Consumer,https://example.com/x94478,synthetic
Microsoft Corporation,SF Bay Area,N/A,2024/03/03,0.12,,https://example.com/x5603,synthetic
AMAZON.COM,Remote,  10542  ,16-Oct-2023,,Tech,https://example.com/x56309,
Salesforce,  ,8623,11/11/2024,,Tech,https://example.com/x62411,synthetic
LYFT,SF Bay Area,"4,339",01-Jun-2024,0.42,Consumer,https://example.com/x16585,synthetic
APPLE INC,Austin,  6160  ,13-Feb-2024,,Other,https://example.com/x93138,synthetic
"Meta Platforms, Inc.",SF Bay Area,  8273  ,2024/02/03,0.21,Tech,https://example.com/x76035,
LYFT,Austin,2730,"January 10, 2024",0.77,Tech,https://example.com/x57949,
Microsoft Corporation,NYC,"5,459","November 02, 2024",0.37,Other,https://example.com/x37475,
MSFT,Austin,N/A,2024/09/25,0.26,Tech,https://example.com/x51212,
 Tesla Inc ,Seattle,11214.0,2025-01-30,,,https://example.com/x71595,synthetic
uber technologies,Various,"9,596","August 26, 2023",0.78,Tech,https://example.com/x3863,synthetic
"Tesla, Inc.",NYC,9754.0,08/07/2024,0.86,Other,https://example.com/x61971,
salesforce.com,Remote,9200,"June 17, 2024",,Consumer,https://example.com/x92460,synthetic
Initech Solutions,NYC,302,2024-09-03,,Other,,no_mapping
uber technologies,  ,742.0,05-Apr-2024,0.84,Tech,https://example.com/x47236,synthetic
TESLA,Various,4495.0,2024-10-13,,,https://example.com/x93335,synthetic
MSFT,SF Bay Area,"7,496","September 18, 2024",0.19,Other,https://example.com/x65894,
APPLE INC,NYC,11422,04-Feb-2023,0.78,Consumer,https://example.com/x35896,
Microsoft,Austin,5425,02/22/2024,0.48,,https://example.com/x59101,
Salesforce,SF Bay Area,3751,2025/02/18,,,https://example.com/x33171,
Microsoft,SF Bay Area,"3,897",2023/07/08,,Consumer,https://example.com/x51177,
GOOGL,Seattle,10409.0,2024/10/14,0.34,Other,https://example.com/x97717,
"Meta Platforms, Inc.",Various,"9,670",2023/08/20,0.81,Consumer,https://example.com/x71106,synthetic
Apple Inc.,SF Bay Area,11678,07/04/2023,0.76,Tech,https://example.com/x65666,synthetic
uber technologies,  ,1739,2023-04-11,,,https://example.com/x52749,
APPLE INC,SF Bay Area,7175,2023-05-18,,Consumer,https://example.com/x8485,
META PLATFORMS,Various,8700,2023-11-14,0.22,Other,https://example.com/x41169,
CRM,Austin,238,2024-03-04,0.37,,https://example.com/x1329,
TESLA,  ,  1011  ,10-Dec-2023,0.71,Other,https://example.com/x3566,
Apple,Remote,2309,2025-03-28,,Consumer,https://example.com/x67029,synthetic
Hooli Labs,NYC,136,2025-02-14,,Other,,no_mapping
Google LLC,Various,10293,29-Dec-2024,0.40,Tech,https://example.com/x2719,synthetic
salesforce.com,NYC,2915,2023/02/08,0.40,Other,https://example.com/x26905,
google llc,Austin,367,05/13/2023,,Consumer,https://example.com/x286,
Google,  ,8205,"October 03, 2023",,Consumer,https://example.com/x88772,
uber technologies,Remote,9446,2024-11-10,0.56,Finance,https://example.com/x20689,
"Meta Platforms, Inc.",Various,645,09-Aug-2023,0.33,Other,https://example.com/x79584,
"Meta Platforms, Inc.",Various,  9638  ,2023/08/20,0.81,Consumer,https://example.com/x71106,synthetic
salesforce.com,Seattle,3482,03/11/2023,0.38,,https://example.com/x25259,
Globex Industries,NYC,27,02/23/2025,,Other,,no_mapping
"Lyft, Inc.",  ,11254.0,2023/03/08,0.28,Finance,https://example.com/x39853,
Google LLC,X,100,not-a-date,,Tech,,bad_date
airbnb inc,Austin,3724,"March 08, 2023",0.31,Consumer,https://example.com/x21154,synthetic
salesforce.com,NYC,4895.0,18-Aug-2023,,Tech,https://example.com/x3391,
ABNB,Remote,"8,457","December 21, 2024",,Other,https://example.com/x14157,
CRM,NYC,"10,932",10/10/2024,,Consumer,https://example.com/x69893,
Uber,Remote,2871.0,2023-01-13,0.15,,https://example.com/x54076,
Salesforce,Seattle,"3,338",27-Oct-2024,0.70,,https://example.com/x52024,
META PLATFORMS,Seattle,11079,2023-09-30,,Finance,https://example.com/x79701,synthetic
Alphabet Inc.,Austin,"9,677","February 12, 2024",,Finance,https://example.com/x43952,
META,  ,  8662  ,2024-01-15,0.54,Other,https://example.com/x98249,
Salesforce Inc.,Remote,  1999  ,01/22/2023,0.13,Tech,https://example.com/x97341,synthetic
"Uber Technologies, Inc.",Austin,7671.0,"July 28, 2023",0.91,,https://example.com/x42082,synthetic
Apple,Seattle,  6489  ,13-Nov-2024,,Consumer,https://example.com/x11440,
Salesforce,SF Bay Area,11580,2024-10-13,0.56,Consumer,https://example.com/x22694,
AMAZON.COM,Seattle,1599,02/03/2024,,,https://example.com/x20862,
Salesforce,NYC,9765.0,"February 04, 2023",,Consumer,https://example.com/x13761,synthetic
Microsoft,Austin,  1184  ,23-May-2024,0.52,,https://example.com/x23109,synthetic
  Meta Platforms  ,Various,"1,806",2023/11/07,,Consumer,https://example.com/x52024,
 Tesla Inc ,Remote,178,03-May-2024,0.22,Consumer,https://example.com/x85119,synthetic
ABNB,  ,10230,2023/11/22,0.98,Consumer,https://example.com/x96629,
"Lyft, Inc.",Various,9494,2024/01/23,,Consumer,https://example.com/x77588,
APPLE INC,Austin,"11,811",2025-01-05,,Consumer,https://example.com/x4055,
Tesla,Various,  11100  ,2025-01-31,,Tech,https://example.com/x58548,synthetic
  Apple Inc  ,SF Bay Area,384,2023/08/31,0.49,Consumer,https://example.com/x18757,
Initech Solutions,NYC,500,2023-03-10,,Other,,no_mapping
LYFT INC,Remote,"11,550",2024-03-15,,Consumer,https://example.com/x70314,
Lyft,NYC,"7,555",2024-05-13,,Other,https://example.com/x82342,synthetic
Amazon,Seattle,"8,725","August 22, 2024",,Finance,https://example.com/x88148,synthetic
Apple Inc.,Remote,  11507  ,2023/11/12,,Finance,https://example.com/x30858,
Microsoft Corporation,  ,8731,"May 22, 2024",0.40,,https://example.com/x33317,
Lyft,SF Bay Area,6973,28-Jun-2024,0.58,Finance,https://example.com/x30405,
Meta,Various,6687.0,"February 02, 2024",0.41,Finance,https://example.com/x25641,synthetic
airbnb inc,Various,  5902  ,2024-05-28,0.09,Finance,https://example.com/x26298,
Tesla,NYC,5170,2024-10-13,,Finance,https://example.com/x36573,
ABNB,  ,5885,2025-02-17,,,https://example.com/x64311,synthetic
Google LLC,NYC,312.0,2024-07-07,,Tech,https://example.com/x44633,
  Meta Platforms  ,SF Bay Area,9756,2024/05/29,,Tech,https://example.com/x81586,
  Apple Inc  ,SF Bay Area,7566,03/21/2023,0.25,,https://example.com/x68735,
Meta Platforms Inc,SF Bay Area,6939.0,03/24/2023,0.65,,https://example.com/x86327,synthetic
Microsoft,Seattle,3931,10-Sep-2023,,Other,https://example.com/x88655,
Amazon,Seattle,6368,"July 10, 2024",0.79,Other,https://example.com/x61650,
 Tesla Inc ,Austin,  8572  ,"January 30, 2023",,,https://example.com/x24500,synthetic
Microsoft,Seattle,"2,600",12/25/2023,,Tech,https://example.com/x50052,synthetic
Amazon,NYC,3703.0,2024-10-10,,Finance,https://example.com/x10802,
Apple,  ,  2197  ,16-May-2023,0.85,,https://example.com/x55242,
MICROSOFT CORP,Austin,  10441  ,15-Jan-2025,0.13,Finance,https://example.com/x27131,
"Tesla, Inc.",Seattle,10173,2024/11/24,0.84,,https://example.com/x93343,
"Lyft, Inc.",Austin,"3,026",2024-07-19,,Finance,https://example.com/x76855,
"Uber Technologies, Inc.",Remote,4805,02/27/2025,0.34,,https://example.com/x4371,
Apple Inc.,Seattle,8539,2024-05-02,0.86,Finance,https://example.com/x67153,
UBER,Seattle,"9,858",06/24/2023,0.30,Consumer,https://example.com/x31462,
Uber,Austin,N/A,"January 10, 2024",0.51,,https://example.com/a4,
"Airbnb, Inc.",Seattle,7288,01/27/2025,0.54,Tech,https://example.com/x99914,
uber technologies,Austin,7304,07-Oct-2024,0.22,Finance,https://example.com/x61767,
"Lyft, Inc.",Austin,7265,03/22/2023,,,https://example.com/x47064,
Salesforce Inc.,  ,4226,"January 19, 2025",0.86,Tech,https://example.com/x2698,
Apple Inc.,Seattle,3470,"September 20, 2024",,Tech,https://example.com/x13034,
Soylent Corp,NYC,80,26-Feb-2024,,Other,,no_mapping
Tesla,SF Bay Area,11919,10/15/2024,,Consumer,https://example.com/x14691,synthetic
Google,  ,228,2024-10-21,0.55,Other,https://example.com/x3215,
Amazon.com Inc.,NYC,5893,2023-01-24,0.61,Consumer,https://example.com/x11365,
microsoft corp.,Austin,2625,2024/08/20,,,https://example.com/x14287,
Microsoft,Various,2863.0,2023-03-09,0.06,,https://example.com/x22863,
LYFT INC,Austin,"8,241","November 30, 2024",,Finance,https://example.com/x54274,
LYFT INC,Various,"1,370","March 21, 2024",,Consumer,https://example.com/x14684,
Salesforce Inc.,Various,"2,690","December 25, 2024",0.66,Finance,https://example.com/x70075,
Uber,NYC,10025,03/30/2024,0.40,,https://example.com/x1479,
Soylent Corp,NYC,401,"April 13, 2024",,Other,,no_mapping
Lyft,Remote,  2629  ,"April 24, 2023",0.63,,https://example.com/x52260,
Meta Platforms Inc,Remote,8762.0,2024-08-18,0.29,Finance,https://example.com/x89995,
"Meta Platforms, Inc.",Remote,  4479  ,2023-08-13,,Finance,https://example.com/x64006,
tesla motors,Various,3766,2024-02-10,0.94,Consumer,https://example.com/x69719,
UBER,Remote,1006,"November 11, 2024",,Finance,https://example.com/x23964,
TESLA,NYC,6846,"April 24, 2024",,,https://example.com/x38184,synthetic
Alphabet,Seattle,2211,03/23/2024,0.25,,https://example.com/x82248,synthetic
MICROSOFT CORP,Various,8592,2023/08/19,,,https://example.com/x69966,
Google,Seattle,"7,029",2024-02-05,0.59,,https://example.com/x80523,
META PLATFORMS,SF Bay Area,"10,335",09-Mar-2024,,Other,https://example.com/x73433,synthetic
Salesforce,Seattle,4583,09-Dec-2024,0.64,Tech,https://example.com/x11698,
"Meta Platforms, Inc.",  ,1778,2024-05-14,0.21,Finance,https://example.com/x64691,
"Uber Technologies, Inc.",Austin,8298,12-Mar-2024,0.66,,https://example.com/x1181,
Meta Platforms Inc,NYC,"6,422","April 30, 2023",0.44,Finance,https://example.com/x93220,
Apple Computer,Remote,11219,"June 12, 2024",,Tech,https://example.com/x7242,
Initech Solutions,NYC,173,"February 25, 2024",,Other,,no_mapping
Apple Inc.,Seattle,"8,563",2024-05-02,0.86,Finance,https://example.com/x67153,
